Title,Date,Source Type,Publication Title
Platinum Price Soars as Strike Hits Refinery in South Africa,8/5/1997,Historical Newspapers,New York Times
Dow Loses 11; Broader Indexes Rise,8/6/1997,Historical Newspapers,The Washington Post
Stocks Climb to Records as Bonds End Slide,8/7/1997,Historical Newspapers,The Washington Post
Oil Prices Tumble After Iraq Says It Plans to Resume Sales,8/7/1997,Historical Newspapers,New York Times
Dow Loses 71.31 Points; Bond Prices Drop Sharply,8/8/1997,Historical Newspapers,The Washington Post
Dow Tumbles 157 Points,8/9/1997,Historical Newspapers,The Washington Post
U.N. Panel Approves Pricing Plan for Iraq to Resume Oil Sales,8/9/1997,Historical Newspapers,The Washington Post
Iraqi Exports Of Oil Clear A U.N. Hurdle,8/11/1997,Historical Newspapers,Wall Street Journal
Bargain Hunters Lift Dow to 31-Point Gain,8/12/1997,Historical Newspapers,The Washington Post
Dow Falls 101 as Inflation Concerns Increase,8/13/1997,Historical Newspapers,The Washington Post
Corn Prices Rise After USDA Cuts Crop Estimate,8/13/1997,Historical Newspapers,Wall Street Journal
Dow Falls 33 On Volatile Trading Day,8/14/1997,Historical Newspapers,The Washington Post
Gasoline and Oil Prices Rise After Problems at a Refinery,8/14/1997,Historical Newspapers,New York Times
Applying the Brakes On the Street,8/15/1997,Historical Newspapers,The Washington Post
Sell-Off Hits Stocks Of Household Names,8/16/1997,Historical Newspapers,The Washington Post
Stocks Bounce Back From Friday's Rout,8/19/1997,Historical Newspapers,The Washington Post
Texaco to Acquire Monterey Resources,8/19/1997,Historical Newspapers,Wall Street Journal
Texaco Is Buying Monterey Resources,8/19/1997,Historical Newspapers,New York Times
"Gasoline Prices Dip on Report ""That a Refinery Is Restarting",8/19/1997,Historical Newspapers,New York Times
"Stocks Stage a Broad Rally, Regaining Most of Fridays Loss",8/20/1997,Historical Newspapers,The Washington Post
Gasoline and Crude Oil Prices Rise on Worries About Supply,8/20/1997,Historical Newspapers,New York Times
Dow's Rally Adds 103 For 3rd 100-Point Day,8/21/1997,Historical Newspapers,The Washington Post
Rising Oil Output Keeps Prices in Check,8/21/1997,Historical Newspapers,Wall Street Journal
IMPERIAL OIL TO SELL 3 CANADIAN FIELDS,8/21/1997,Historical Newspapers,New York Times
"Stocks, Bonds Fall; Dow Drops 127.28",8/22/1997,Historical Newspapers,The Washington Post
GATX WILL BUY SOME PITNEY BOWES ASSETS,8/22/1997,Historical Newspapers,New York Times
Corn and Soybeans Higher On Poor Iowa Crop Outlook,8/22/1997,Historical Newspapers,New York Times
Dow Loses 6 Points After a Wild Session,8/23/1997,Historical Newspapers,The Washington Post
"10 Years After, Lessons of an Earlier Market Peak",8/24/1997,Historical Newspapers,New York Times
Dow Slips 28 as Trading Volatility Subsides,8/26/1997,Historical Newspapers,The Washington Post
Prices Fall on News of Gasoline Shortage Easing,8/26/1997,Historical Newspapers,Wall Street Journal
Gasoline Prices Fall on Signs That Inventories May Grow,8/26/1997,Historical Newspapers,New York Times
A Spike in Prices At Summer's End,8/27/1997,Historical Newspapers,The Washington Post
Dow Falls 77 as Investors Shift to Smaller Firms,8/27/1997,Historical Newspapers,The Washington Post
Small-Company Stocks Keep Rising; Dow Up 5,8/28/1997,Historical Newspapers,The Washington Post
Russia Kills Huge Oil Deal With Exxon,8/28/1997,Historical Newspapers,Wall Street Journal
Gasoline and Oil Prices Rise On News of Refinery Problem,8/28/1997,Historical Newspapers,New York Times
Dow Average Loses 93 Points in Volatile Session,8/29/1997,Historical Newspapers,The Washington Post
Dow Loses 72; Technology Stocks Make Modest Gains,8/30/1997,Historical Newspapers,The Washington Post
For Those Who Like Coffee With Their Portfolio,8/31/1997,Historical Newspapers,New York Times
"Driving Increases, as Do Gas Prices",9/2/1997,Historical Newspapers,New York Times
Qatar: A New Era,9/3/1997,Historical Newspapers,The Washington Post
Gasoline Prices Rise Sharply As Refinery Unit Stays Shut,9/3/1997,Historical Newspapers,New York Times
Inflation Concerns Crimp Stock Market Gains,9/4/1997,Historical Newspapers,The Washington Post
Child of Oil and Gas Merger Starts Growing Right Away,9/4/1997,Historical Newspapers,New York Times
Weakness in Blue Chips Brings Down Dow by 27,9/5/1997,Historical Newspapers,The Washington Post
Natural Gas Prices Plummet On Strong Inventory Report,9/5/1997,Historical Newspapers,New York Times
The Gusher That Wasn't In Russia,9/5/1997,Historical Newspapers,New York Times
Nasdaq Market Hits Record High,9/6/1997,Historical Newspapers,The Washington Post
Crude Oil Prices Rise on Hurricane Threat,9/6/1997,Historical Newspapers,New York Times
STAR AGENTS,9/7/1997,Historical Newspapers,The Washington Post
"Energy Stocks Rise to the Top, but the Future Looks Murky",9/7/1997,Historical Newspapers,New York Times
Small Stocks Again Outpace Blue Chips,9/9/1997,Historical Newspapers,The Washington Post
Wheat Prices Fall on Report Of a Drop in Export Demand,9/9/1997,Historical Newspapers,New York Times
Index of Smaller Stocks Continues Record Run,9/10/1997,Historical Newspapers,The Washington Post
Petroleum Prices Fall as Driving Season Fades,9/11/1997,Historical Newspapers,Wall Street Journal
Earnings Worries Send Dow Down 133,9/11/1997,Historical Newspapers,The Washington Post
Prices Reach a 2-Month Low For Gasoline and Heating Oil,9/11/1997,Historical Newspapers,New York Times
Nervous Investors Batter Dow,9/12/1997,Historical Newspapers,The Washington Post
Venezuela's Global Bond Issue Is a Big Hit,9/12/1997,Historical Newspapers,Wall Street Journal
Dow Breaks Losing Streak by Gaining 82,9/13/1997,Historical Newspapers,The Washington Post
Statistics and Even Lore Of the Dismal Science,9/15/1997,Historical Newspapers,New York Times
Tech Stocks' Late Drop Dampens Dow's Day,9/16/1997,Historical Newspapers,The Washington Post
Japanese Economy Follows A Zigzag,9/16/1997,Historical Newspapers,New York Times
"Soybeans Soar on Tight Supplies, Frost Forecast",9/17/1997,Historical Newspapers,Wall Street Journal
Dow Rises 175 As Blue Chips Return to Favor,9/17/1997,Historical Newspapers,The Washington Post
Smaller Company Stocks Soar Again as Dow Slips,9/18/1997,Historical Newspapers,The Washington Post
"Rumors, Announcements Buffet Stock Market",9/19/1997,Historical Newspapers,The Washington Post
Union Carbide Forecast Helps Push Dow Down 5,9/20/1997,Historical Newspapers,The Washington Post
"Dow Up 80, Helped By IBM Chip News",9/23/1997,Historical Newspapers,The Washington Post
Natural-Gas Futures Jump on Utility Purchases,9/23/1997,Historical Newspapers,Wall Street Journal
Dow Drops 27; Late Rally Lifts Other Stock Indexes,9/24/1997,Historical Newspapers,The Washington Post
Sugar Prices Fall on Expected Brazil Shipments,9/25/1997,Historical Newspapers,Wall Street Journal
"Dow Briefly Tops 8000 Again, Then Retreats to Close Off 63",9/25/1997,Historical Newspapers,The Washington Post
Russia Plans No-Strings Rosneft Sale,9/26/1997,Historical Newspapers,Wall Street Journal
"Gold Soars, Boosted by Durable-Goods Report",9/26/1997,Historical Newspapers,Wall Street Journal
Crude Oil Prices Rise as Iraq Considers Shutting a Pipeline,9/26/1997,Historical Newspapers,New York Times
Dow Average Ends 3-Day Losing Streak,9/27/1997,Historical Newspapers,The Washington Post
"Our Oldest Computer, Upgraded",9/28/1997,Historical Newspapers,New York Times
"Dow, Broad Stock Indexes Rise",9/30/1997,Historical Newspapers,The Washington Post
Worry About Earnings Leaves Stocks Mixed,10/1/1997,Historical Newspapers,The Washington Post
Late Rally Puts Dow Over 8000 Again,10/2/1997,Historical Newspapers,The Washington Post
DEAL TO COMBINE 2 MANUFACTURERS OF MODEMS,10/2/1997,Historical Newspapers,New York Times
"With Inventories Up, Crude Oil Prices Fall",10/2/1997,Historical Newspapers,New York Times
Copper Falls Further Amid Familiar Concerns,10/3/1997,Historical Newspapers,Wall Street Journal
Dow Posts Modest Gain as Nasdaq Sets Record,10/3/1997,Historical Newspapers,The Washington Post
Oil Surges on Fear of Break In Iraq and Colombia Supplies,10/3/1997,Historical Newspapers,New York Times
US. Dispatches Carrier Group To Persian Gulf,10/4/1997,Historical Newspapers,The Washington Post
Dow Closes Up 11 Points Despite Middle East News,10/4/1997,Historical Newspapers,The Washington Post
"Markets Soar, Then Plunge, On Their Way To Slight Gains",10/4/1997,Historical Newspapers,New York Times
"The Market's Moods, and How to Read Them",10/5/1997,Historical Newspapers,New York Times
Crude Oil Futures Surge on Concerns Of Mideast Tension,10/6/1997,Historical Newspapers,Wall Street Journal
WORLD WATCH,10/6/1997,Historical Newspapers,Wall Street Journal
Stocks Climb Broadly As Oil Prices Decline,10/7/1997,Historical Newspapers,The Washington Post
Occidental Plans $3.65 Billion Purchase,10/7/1997,Historical Newspapers,Wall Street Journal
"As Stocks Reclaim 8100, Bulls Get Even Bolder",10/7/1997,Historical Newspapers,Wall Street Journal
Dow Rises 61 as Broader Indexes Set Records,10/7/1997,Historical Newspapers,New York Times
"Dow Rises 78, Nearing Recovery From Summer Slide",10/8/1997,Historical Newspapers,The Washington Post
"Greenspan Depresses Dow, but Tech Stocks lift Nasdaq",10/9/1997,Historical Newspapers,The Washington Post
"Dow Off 34, but Small-Cap Stocks Gain",10/10/1997,Historical Newspapers,The Washington Post
"Dow Falls 16, but Ends Week With a Small Gain",10/11/1997,Historical Newspapers,The Washington Post
Oil Companies Are Expected to Report About a 10% Rise in 3rd-Period Profits,10/13/1997,Historical Newspapers,Wall Street Journal
DIGEST,10/14/1997,Historical Newspapers,The Washington Post
Crude-Oil Prices Fall as Mideast Tensions Ease,10/14/1997,Historical Newspapers,Wall Street Journal
Crude Oil Falls as No Crisis Materializes in Persian Gulf,10/14/1997,Historical Newspapers,New York Times
Dow Adds 24 as Bond Interest Rates Drop,10/15/1997,Historical Newspapers,The Washington Post
Crude Oil Prices Drop Again; Corn and Soybeans Are Lower,10/15/1997,Historical Newspapers,New York Times
Dow Drops by 38 Points on Inflation Worries,10/16/1997,Historical Newspapers,The Washington Post
News Reports Help Send Dow Down 119,10/17/1997,Historical Newspapers,The Washington Post
"Inflation, Profit Fears Send Stocks Plunging",10/18/1997,Historical Newspapers,The Washington Post
Crude Oil Prices Move Lower; Cocoa Is Up and Coffee Down,10/18/1997,Historical Newspapers,New York Times
"Exxon and Texaco Report Profits Jump As Oil Prices Fall, but Amoco Net Is Flat",10/22/1997,Historical Newspapers,Wall Street Journal
DIGEST,10/22/1997,Historical Newspapers,The Washington Post
Dow Comes Roaring Back On Strong Profit Reports,10/22/1997,Historical Newspapers,The Washington Post
Market Place,10/22/1997,Historical Newspapers,New York Times
DuPont Posts Loss After Big Charge For Pioneer Stake,10/23/1997,Historical Newspapers,Wall Street Journal
"Net at Mobil, Chevron, Phillips Climbs; Shell's Retail Results Spur Profit Drop",10/23/1997,Historical Newspapers,Wall Street Journal
Crude Oil Climbs as U.S. Inventories Shrink,10/23/1997,Historical Newspapers,New York Times
3 Big Oil Companies Register Increases in Operating Profits,10/23/1997,Historical Newspapers,New York Times
"Dow Falls 187 Points, Or 2.3 Pct.",10/24/1997,Historical Newspapers,The Washington Post
Benton Oil &amp; Gas Results,10/24/1997,Historical Newspapers,Wall Street Journal
"Asia, Chips Market Worry Wall Street",10/25/1997,Historical Newspapers,The Washington Post
Oil Prices Are Expected to Remain Firm,10/27/1997,Historical Newspapers,Wall Street Journal
Saudi Excess Capacity Ensures Against Shocks,10/27/1997,Historical Newspapers,Wall Street Journal
WORLD WATCH,10/27/1997,Historical Newspapers,Wall Street Journal
"Unocal, Arco Post Higher Earnings On Special Gains",10/28/1997,Historical Newspapers,Wall Street Journal
What to Make of Wave That Started Over There,10/29/1997,Historical Newspapers,New York Times
Oil Gains After Iraq Bars U.S. From Inspections,10/30/1997,Historical Newspapers,Wall Street Journal
On the Trading Floor. 'Reasonable' Makes a Welcome Return,10/30/1997,Historical Newspapers,The Washington Post
Crude Oil Prices Up Sharply As Iraq Bans U.S. Officials,10/30/1997,Historical Newspapers,New York Times
Stocks Drop Due To Profit Worries,10/31/1997,Historical Newspapers,The Washington Post
Oil Prices Keep Rising as Iraq Tensions Escalate,10/31/1997,Historical Newspapers,Wall Street Journal
Gold Prices Post Sharp Rise; Crude Oil Up on Iraq Worries,10/31/1997,Historical Newspapers,New York Times
Global Stock Markets Rebound; Dow Up 60,11/1/1997,Historical Newspapers,The Washington Post
"Oil, Oil Everywhere, but Few Rigs",11/1/1997,Historical Newspapers,New York Times
Companies Show 1% Profit Growth as Steamroller Shifts Down a Gear,11/3/1997,Historical Newspapers,Wall Street Journal
"Stocks Surge, But Cause Is Unclear",11/4/1997,Historical Newspapers,The Washington Post
"In Calgary, Pride Goeth Before the Fall",11/5/1997,Historical Newspapers,Wall Street Journal
BP's Earnings Rise 6.3% Amid Oil Price Drop,11/5/1997,Historical Newspapers,Wall Street Journal
Japan's Woes Push Dollar Higher Against Yen,11/5/1997,Historical Newspapers,Wall Street Journal
Crude-Oil Futures Decline as Iraq Eases Stance,11/5/1997,Historical Newspapers,Wall Street Journal
Article 1 -- No Title,11/5/1997,Historical Newspapers,Wall Street Journal
Dow Gains 15 in Least Volatile Trading in 2 Weeks,11/5/1997,Historical Newspapers,The Washington Post
"Down 25, Then Up 76, Dow Closes With Gain of 3.44",11/6/1997,Historical Newspapers,The Washington Post
COLLINS &amp; AIKMAN CORP.,11/6/1997,Historical Newspapers,Wall Street Journal
India Delays Gas Firm's Global Issue,11/6/1997,Historical Newspapers,Wall Street Journal
Saudis Signal Desire to Produce More Oil as OPEC Session Looms,11/6/1997,Historical Newspapers,Wall Street Journal
Stocks Plunge in Tokyo on Concerns About Banks,11/7/1997,Historical Newspapers,The Washington Post
Royal Dutch/Shell Reports 5% Gain In 3rd-Period Profit,11/7/1997,Historical Newspapers,Wall Street Journal
BORDEN AGREES TO SELL UNITS FOR $310 MILLION,11/7/1997,Historical Newspapers,New York Times
Shutdown of Refinery Lifts Gasoline Prices,11/7/1997,Historical Newspapers,New York Times
Renewed Anxiety Shakes Wall Street,11/8/1997,Historical Newspapers,The Washington Post
Dispute in Iraq Bolsters Prices of Crude Oil,11/8/1997,Historical Newspapers,New York Times
U.S. Seeks Nonmilitary Actions on Iraq As It Seeks to Preserve Gulf War Alliance,11/10/1997,Historical Newspapers,Wall Street Journal
Corn Futures Slide After Bearish Crop Report,11/11/1997,Historical Newspapers,Wall Street Journal
Coffee Prices Surge as Storm Threatens Mexican Harvest,11/11/1997,Historical Newspapers,New York Times
DIGEST,11/12/1997,Historical Newspapers,The Washington Post
Union Pacific Resources May Drop Pennzoil Bid,11/12/1997,Historical Newspapers,Wall Street Journal
Dow Falls 157 Points After Global Sell-Off,11/13/1997,Historical Newspapers,The Washington Post
BUSINESS BRIEFS,11/13/1997,Historical Newspapers,Wall Street Journal
WORLD WATCH,11/14/1997,Historical Newspapers,Wall Street Journal
Silver Futures Jump on Signs of Tight Supplies,11/14/1997,Historical Newspapers,Wall Street Journal
Bargain Hunters Push Dow Up 86 Points; Broader Market Closes Mixed,11/14/1997,Historical Newspapers,The Washington Post
Latest Turn in Iraqi Dispute Lifts Crude Oil Prices by 1%,11/14/1997,Historical Newspapers,New York Times
